employees_start,new_hires,hiring_rate_pct,revenue_billions_usd,stock_price_change_pct,gdp_growth_us_pct,unemployment_rate_us_pct,is_estimated,confidence_level,workforce_growth_pct,hire_to_layoff_ratio,revenue_per_employee,layoff_pct_lag1,employees_start_lag1,revenue_billions_usd_lag1,stock_price_change_pct_lag1,new_hires_lag1,co_AMD,co_Adobe,co_Airbnb,co_Alphabet,co_Amazon,co_Apple,co_Block,co_Intel,co_LinkedIn,co_Lyft,co_Meta,co_Microsoft,co_NVIDIA,co_Netflix,co_Oracle,co_PayPal,co_Pinterest,co_SAP,co_Salesforce,co_Shopify,co_Snap,co_Stripe,co_Tesla,co_Uber,co_X (Twitter)
-0.484938554018675,-0.24330983228057476,0.2701948114467211,-0.4819817116248764,1.2688829706690996,-0.3430059653988563,-0.6140508546609538,2.537222891273055,-1.0606601717798214,0.2827232947527891,0.5110957568304698,-0.060001448585243,-0.3416467332313079,-0.5306456414737609,-0.4854275423461155,-0.593210424860492,-0.2427755821858791,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.46676119020110546,-0.23058292046392243,0.029294198587285932,-0.4615905169633425,0.03491070009195837,0.26964258818409115,-0.8869793346335142,2.537222891273055,-1.0606601717798214,0.04528386351090237,0.20876904608915672,-0.06574169810757191,-0.3416467332313079,-0.5106174606359423,-0.46642056768074575,1.2801785769993295,-0.23469252581343095,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.44527885114397775,-0.25030144048886444,-0.3642381002823256,-0.4368945145399292,0.8149574568496512,0.6525479341734334,-1.1599078146060748,2.537222891273055,-1.0606601717798214,-0.34511879279590346,-0.2997434139014775,-0.06062364346353734,-0.3416467332313079,-0.4885864617143417,-0.4433039768715122,0.054596986997577104,-0.22020520169973543,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.43040646256596626,-0.2542888420451547,-0.4635406429877416,-0.4106125303095077,1.4716069865496297,0.19306151898622265,-1.2690792065950989,2.537222891273055,-1.0606601717798214,-0.44253719019360277,-0.4269227338989453,0.046147345556982654,-0.3416467332313079,-0.4625498266251775,-0.41530721689144046,0.8293396349629706,-0.24265122747245682,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.4680666554207309,-0.15651557100735347,0.8770436835353744,-0.380478875976352,-0.8949755466643873,1.1120343493606442,-0.50487946267193,-0.3941317112657172,-1.0606601717798214,0.8827905426560517,1.3172820051540928,1.5859324103690609,-0.34177697716209515,-0.49926148210089905,-0.42712236330504866,-0.8689662826108863,-0.27380208318473775,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.42412700961080585,-0.024603588015012782,0.8752047475593483,-0.27942917798697275,1.2732900144925894,0.5759668649755648,-0.7778079426444904,-0.3941317112657172,-1.0606601717798214,0.8810698357496665,1.3165645306956109,1.3583750279142186,-0.3486189870316526,-0.49016868800052943,-0.3513513156525609,-0.8689662826108863,-0.1358927059994301,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.3416017778790399,0.04569484764177499,0.3143292748713504,-0.14371444907298586,-0.5600402160791633,-0.03668168860738258,-0.7778079426444904,-0.3941317112657172,-1.0606601717798214,0.3270439817462254,0.5889008966530878,0.93136448929552,-0.3440012133040602,-0.43691375515276965,-0.23679576564235902,1.2845556541064787,0.014265610457972054,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.24028776191038606,-0.04661622948329987,-0.2759691734330669,-0.025672088865661667,1.5421196877254668,-1.491722003366883,-0.12277959071034518,-0.3941317112657172,-1.0606601717798214,-0.347323549966119,-0.6036819383741661,0.5795604604477199,-0.3423358278300785,-0.33689302004870336,-0.08294201125646007,-0.5363084224675535,0.09428786854520874,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.1838222599425358,-0.23948629654166634,-0.6842129601108883,0.01624314460526913,-1.5428109887173864,-3.559410871709331,1.7877197690975786,-0.3941317112657172,-1.0606601717798214,-0.7516487423182647,-0.8038944893530982,0.4047410190313223,1.329238316767737,-0.2141002433320373,0.05087736442810313,1.551557357642575,-0.01079186429661721,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.1902173870310807,-0.024822075771521835,-0.3182647008816701,0.1447076709729329,0.3566248992067131,0.4993857957776967,1.9514768570811143,-0.3941317112657172,0.9428090415820634,-0.2985864421986222,-0.23503762493171232,0.8272666416124781,1.3287775884581443,-0.14566394940921104,0.09839480109152762,-1.5123966173618064,-0.23034011084365116,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.11478132718816689,0.17394716071258906,-0.1325321673030216,0.3393302955757955,-0.983116423134183,-0.3430059653988563,1.56937698511953,-0.3941317112657172,0.9428090415820634,-0.11599570482798821,0.006001094369644494,0.9306041970717046,-0.34173101257850497,-0.15341485539344685,0.2440293231896991,0.3741236158194626,0.014016901031127495,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.018524849099409414,0.9151122527304237,0.47063883283357943,0.6173302494613747,-0.7715783196066732,0.19306151898622265,1.1326914171634328,-0.3941317112657172,0.9428090415820634,0.4807258661062233,0.7938231940638758,0.9194904339657675,-0.3416467332313079,-0.061986209868804765,0.4646643399133838,-0.9565078247538685,0.24028030210296453,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.3720580504749403,-0.3066712816682001,-0.7963880546484878,0.7383180044531427,1.1190434806704468,-0.18984382700311944,0.7505915452018486,-0.3941317112657172,0.9428090415820634,-0.9228690808845299,-0.8586513881910441,0.21486142447484843,-0.34165703095423683,0.09958112494987818,0.7798205279459348,-0.7464081236107111,1.083964855316418,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.271173681287429,0.09075794742176715,-0.5168697862925021,0.9757621378452267,0.7708870186147533,0.34622365738195965,0.09556319326770339,-0.3941317112657172,0.9428090415820634,-0.4944638152632617,-0.4929229345864958,0.6956266364816407,2.444955642818169,0.5280640257941701,0.9169789667473873,1.1313579553562596,-0.3068182595983529,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.367745057787317,0.22982540443977933,-0.4598627710356892,1.1794475156309934,-0.11492878990669451,0.6525479341734334,-0.39570807068290564,-0.3941317112657172,0.9428090415820634,-0.4383518632004486,-0.4189517225374577,0.7189540363218224,-0.34212279612565616,0.4057919817792873,1.1861588241704626,0.7855688638914794,0.14558418783189891,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5034803908759685,0.3538718281977941,-0.43595660334734826,1.5256446872179248,1.3702449786093647,-0.3430059653988563,-0.6140508546609538,-0.3941317112657172,0.9428090415820634,-0.415823235584719,-0.3890791762245718,0.8028380841778338,-0.3416467332313079,0.5228366705954994,1.4170678812538064,-0.09422363464549285,0.30388773801846036,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.6726785982651459,0.2514556923341756,-0.5352591460527643,1.9921499073079065,1.3702449786093647,0.26964258818409115,-0.8869793346335142,-0.3941317112657172,0.9428090415820634,-0.5136406763898165,-0.5182255947057577,0.9099364227306611,-0.34187390052599675,0.6873481479973417,1.8095362229927943,1.3808513504637592,0.4450925151094584,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
